ID	ARTIST	SONG TITLE	MIX	LABEL	BP GENRE	BP BPM	BP KEY
1981132	Armin van Buuren, Ferry Corsten, Orjan Nilsen	Minack	Orjan Nilsen SuperChunk Remix	Armada Music Bundles	Trance	128	D major
1985174	Animat	Zeros And Ones	Album Mix	The Big Chill Label	Electronica	120	D major
1989603	Takeydo	29state	Original Mix	Electro Superstar	Electro House	128	A# major
2003951	Frangellico	Bianca	Original Mix	Mestiza Records	Progressive House	126	D major
2016942	Area	All About Money	Original Mix	Projekt	Electronica	147	A# major
2017315	The Arms of Someone New	Uptown	Original Mix	Projekt	Electronica	101	D major
2019112	Rysh Paprota	I'll Float For Now	Original Mix	Vise Versa Music	Progressive House	126	G# major
2022073	Self Evident	The Celebration	Original Mix	Crude Records	Dubstep	140	C# major
2022519	Deliriant	One Sound Fits All	Original Mix	Nexus Media	Psy-Trance	145	F# minor
2024668	Sek	Feelin House	Original Mix	Apparel Music	Tech House	120	A# major
2028917	Uomo Suono	Unilaterale	Original Mix	Media Records	Hard Dance	115	C major
2046030	Moby, Sei A	Lie Down In Darkness	Sei A Remix	Little Idiot	Electronica	95	D major
2047805	The Noble Six, TwoThirds	Forbidden Kingdom	TwoThirds Remix	Dirt, Lies & Audio Black	Drum & Bass	119	B major
2049030	Wolfgang Voigt	Frieden	Original Mix	Kompakt	Techno	121	C# major
2061659	Huseyin Balci	Nice To Meet U	Svetlio Remix	Hero In My Hood	Minimal	126	F major
2062542	Natalino Nunes	Praia	Original Mix	Jays Records	Minimal	128	F major
2068812	Ran, Osher	Pump	Original Mix	Blue Tunes Records	Psy-Trance	135	F major
2076953	Dom & Roland	Electric Smile	Original Mix	Dom & Roland Productions	Drum & Bass	86	G# major
2090586	Kuana, Kouncilhouse	Steppin'	Kouncilhouse Remix	Atomic Zoo Recordings	Drum & Bass	89	B major
2104436	Phrenik	Rocksteady	Original Mix	Simplify Recordings	Dubstep	140	F major
2422478	Psidream, Pacific	Tank	Original Mix	Citrus Recordings	Drum & Bass	117	D# minor
2423336	Syndaesia, Hulk	Bukkake	Hulk Remix	Code of Arms	Dubstep	140	F major
2425817	Mainer, SVY	More Than Ever	SVY Remix	iVAV Recordings	Minimal	125	A major
2426699	DJ Chris	Sax Groove	Original Mix	Baccara Music	Deep House	125	A# major
2435069	Tube Tonic, Kimura, Nicolas Perrottey	Without You	DJ Space Raven Remix Edit	Hard Dance Nation	Electronica	140	C# major
2446138	Lucas, Reign	Reign	Original Mix	LW Recordings	Dubstep	140	E major
2664585	Mirrors, Radioactive Man	Ways To An End	Radioactive Man Instrumental	Skint Records	Breaks	130	G major
2678362	Mondo, Pamela Falcon, Tobias Kremer	Rock A Little Bit feat. Pamela Falcon	Tobias Kremer Remix	Kill For This Records	Electronica	129	A# major
2702217	Jaunty Beatz	Invader From Outer Space	Special Long Version	Quebolarecords	Drum & Bass	169	C# major
2706210	Piemont, Andhim	Purist	Andhim Remix	plumbum	Tech House	126	C# major
2706938	Phantom	Classical Mode	Original Mix	Speedsound	Psy-Trance	145	B major
2707024	Ronin	Face Death	Original Mix	Pure Alternation	Drum & Bass	88	A major
2721806	Kaskade, Rebecca, Fiona	Turn It Down feat. Rebecca feat. Fiona	Extended Mix	Ultra	House	127	G# major
2741616	Black Motion	Mumi Wango feat. Soulflow	Motion Drum	NuLu Music	Deep House	125	D major
2754261	Love Assassins, Joy N Pain	Just Fine	Joy n Pain Remix	Big In Ibiza	Breaks	135	G major
2763714	Pawn	Click Track Heart	Original Mix	SMOG	Dubstep	133	F major
2997186	Future Hip Hop Hitmakers	Kiss Me Thru The Phone	Original Mix	Big Eye Music	Hip-Hop	150	D major
3010576	Sky'high	Look At Me Now	Clean Edit	Xelon Entertainment	Hip-Hop	140	D# major
3011454	DJ Melo	Corrosion	Moombahton Original Mix	Think 2wice	Breaks	108	F major
3014691	Kevin Dee!	The Sun Always Shines	Extended Mix	Gaathy Recordings	Electro House	142	B major
3014758	Ramon, Miguel Valbuena, DJ Pinas	Búscame Feat. Layla	Original Extended Version	Gaathy Recordings	Hard Dance	140	F# major
3018901	Team Radio	Clouday	Original Mix	Speedsound	Psy-Trance	145	G minor
3020003	Daniel Loubscher	Follow Me	Original Mix	Trance Gold Records	Trance	134	B major
3023456	Bones, B. Brain	Insomnia	Original Mix	Apuruami Records	Psy-Trance	92	D major
3027735	Hunted	Cycles	Original Mix	Stereofly Records	Psy-Trance	138	C minor
3028271	Alex Long	Clip Clap And Audiomat	Original Mix	HFDR	Tech House	128	C# major
3028806	NorTheq	Tiger	Original Mix	Green Alien Records	Minimal	128	G major
3034770	Dreads Crontrol, Sparrow	Mr. Black	Sparrow Remix	Speedsound	Psy-Trance	133	A major
3044568	Submatic, Albert Tempel	Think About feat. Albert Tempel	Original Mix	Soundtrax Records	Drum & Bass	175	G minor
3052009	Radioinactive	Mud	Original Mix	Mush Records	Hip-Hop	90	C# major
3062618	Edivads	Jackpot	Original Mix	Fish Rec	Minimal	128	C major
3074103	AVENS, Jas Mace	Surrounding Reality feat. Jas Mace	Original Mix	Dooh! Records	Chill Out	187	D major
3078576	Douglas Palmer	Electronic	Sunset Mix Edit	Mental Madness Records	House	126	D major
3086101	Space Tribe, Laughing Buddha	One Drop	Original	Space Tribe Music	Psy-Trance	145	G minor
3093686	Ferry Corsten	Freefalling	Album Version	Flashover Recordings	Trance	85	C major
3095574	Soul Puncherz, Dirty Biz	Show Shocka	Original Mix	Crush Works Recordings	Breaks	128	D major
3098555	ESD	Dynimaze me!	Original Mix	WarpBrain Records	Psy-Trance	145	G minor
3115087	DZ	Raise Up	Original Mix	Dubline	Dubstep	90	B major
3116337	Speh	Reaching You	Original Mix	Soul Deep Recordings	Drum & Bass	116	A minor
3122906	Solarix	Fragility	Original Mix	Synergetic Records	Psy-Trance	137	C# major
3124420	Marco Del Horno, DJ Swerve	Just Rewind feat. Blacks, Lady Chann	Original Mix	Black Butter Records	Hip-Hop	70	C major
3124687	Pierpaolo Effe	Banlieues	Original Mix	Jean Records	Chill Out	126	C# major
3126447	Carlo Ruetz, Nico Pusch	Life Goes By	Nico Pusch Remix	Ecologico Records	Tech House	125	F# major
3137109	Duncan MacPherson, Erwin Digson, Duncan MacPherson	Unstable	Duncan MacPherson Remix	Dub Tech Recordings (Istmo)	Trance	135	C# major
3139360	Mindscape	Drive By	Original Mix	DSCI4	Drum & Bass	86	C major
3141667	DJ Disa	Odyssey	Original Mix	Transfixion Digital	Hard Dance	140	C# major
3150149	Jeff Rushin, Ixel	On Off	Ixel Remix	Budenzauber	Minimal	125	A# major
3154894	nCamargo	Closer To Yo	Original Mix	All Street Recordings	Drum & Bass	116	C# major
3161699	Enfusia	Planet Saw Groove	Original Mix	TRNC Records	Electronica	137	D major
3162448	Gigamorphosys	Goa Distortioner	Original Mix	TRNC Records	Electronica	124	C# major
3166014	Mike Strip	Lie to Me	Original Mix	Pearlicka Records	Dubstep	140	A major
3185928	Beat4port, Robin	Disco Disco	Robin's Sunrise Remix	Dlmpsoundrecordings	Progressive House	125	A# major
3198358	FrostRAVEN	Muse	Original Mix	Geomagnetic	Psy-Trance	138	G major
3198699	AtomicPulse vs Mindstorm, Tripy, Charlie Xuereb	Psybernetic	Tripy Remix	Geomagnetic	Psy-Trance	145	C major
3205441	Apashe	Apparition	Original Mix	Kannibalen Records	Dubstep	141	D major
3207588	Mike Kiraly	Flunky Knock	Original Mix	Kina Music	Minimal	122	C# major
3213612	Alcholiday	Unknown	Original Mix	TDM Records	Drum & Bass	116	C minor
3218510	Knife	I Am The Boss	Original Mix	Dubtronical Audio	Dubstep	140	A major
3221970	Urban Absolutes, Paskal, MADF	Homewave	MADF Remix	Clear Recordings	Deep House	111	C# major
3230155	Icon Curties	Spicy Meat	Original Mix	Ichnusa Recordings	Hip-Hop	92	B major
3235703	Garen	Bridge	Original Mix	Ters Music	Breaks	128	E major
3240761	Silent Running	Greatful Dawn	Original Mix	Wakyo Records	Chill Out	102	A# major
3250046	DJG	Here Come The Dark Lights	Original Mix	Get Darker (2)	Dubstep	140	C# major
3250971	Yellowtail	Make It Happen Ft MC Zulu	Original Mix	Bagpak Solo Series	Dubstep	125	C major
3251296	Bisweed	Deadly RnB	Original Mix	Paradise Lost Recordings	Dubstep	142	E major
3252056	Blackburner	Freak You	Original Mix	Hypnotic Records	Dubstep	127	F major
3257500	Dash Total'D	Pull It	Original Mix	Dub-All Or Nothing	Dubstep	140	B major
3260611	System Sequence	L.f R	Original	Woorpz Records	Trance	148	D major
3272193	Myth Of Unity	Break Your Neck	Original Mix	Low Pass Records	Dubstep	140	G major
3286229	John Ferris	Generation Bass	Radio Mix	Blutonium Records	Hard Dance	145	E major
3286310	Blutonium Boy	Hardstyle Instructor	Blutonium Boy Hardstyle Edit	Blutonium Records	Hard Dance	144	G# major
3292669	The Mekanism	Your Shade	Original Mix	Needwant	Deep House	122	A# major
3296534	Tom Colontonio, Sean Tyas	Sparkover	Sean Tyas Remix	Nukleuz	Trance	138	F major
3298819	Louie Fresco	Owl Night	Original	No.19 Music	Deep House	120	C# major
3299235	Jessica Lauren Four	White Mountain	Original Mix	Freestyle Records	Chill Out	125	A# major
3303218	Nian Project, Bit Sunday	Joy Thing	Bit Sunday Mix	Urbanlife Records	Tech House	123	F# major
3311376	Passenger 10	Sun Goes Down (Original Mix) feat. Jennifer Needles	Original Mix	Unreleased Digital	Hip-Hop	90	G major
3318291	Future Beat Alliance	Brighton	Original Mix	FBA Recordings	Electronica	95	G# major
3322505	Voko, Thomas Rich	UK Stand Up!	Thomas Rich Remix	Reeperbahn Recordings	Electro House	125	C# major
3327760	Triii Force	Basshypnosis	Orginal Version	Quebolarecords	Dubstep	140	C major
3341440	Via Axis	Melt Into the Green	Original Mix	Geomagnetic	Psy-Trance	147	E major
3342211	BrightLight	Polaris	Original Mix	Multiza	Drum & Bass	86	A minor
3356780	Exodus Psy	Synth Etic	Original	Woorpz Records	Psy-Trance	148	E major
3359168	Criostasis	All Systems Ready	Original Mix	Fevah Records	Hard Dance	147	C major
3360682	Droplex	Speed	Original Mix	Green Alien Records	Minimal	128	G major
3360996	Rox Alert	Don't Upset The Rhythm (Go Baby Go)	Radio Edit	Total Fitness Music	House	125	A# major
3363187	Levela	Blue Waffle	Original Mix	Biological Beats	Drum & Bass	175	G# minor
3377570	Agroprom	Right Way	Original Mix	Need4Beat	Breaks	138	F major
3378284	Circuit Bent	Dubal feat. Paul Kearny	Original Mix	Omelette Records	Dubstep	140	D major
3390945	Sunseekers, Stenzel, DJ Mind-X	Paraglide	Mind-X vs Stenzel Mix	Planet Love Classics	Trance	136	A# major
3391744	Calabria	Core Memory	Club Mix	GR8 AL Music	Electro House	125	C major
3400910	Fabio Vi	El sueno de Cuba	Original Mix	Aenaria Music	Tech House	125	G# major
3408131	Giuseppe Bottone	Dem Sturm	Original Mix	Underscore	Minimal	130	A# major
3432838	Roxx'N'Farley	The Thrill	Original Mix	GR8 AL Music	House	138	A major
3440288	Maya, The Tamperer	Feel It	Original Version	TIME Records	House	125	F# major
3445831	Evil Needle	Angel	Original Mix	Cold Busted	Hip-Hop	120	G# major
3467040	Apathy	Doe For Clothes	Original Mix	Demigodz Enterprises	Hip-Hop	90	A major
3476908	Alexander Cabrera	Illumin	Original Mix	House Park Records	Breaks	128	D major
3486594	bOFUM	Cacophony	Original Mix	Truespin Records	Dubstep	140	D# major
3489634	Comfort	Shore Leave	Original Mix	IM-LTD	Drum & Bass	87	A# major
3509627	La Boutique, Mahjong	Under The Sun	Instrumental Mix	Mahjong Music	House	124	F# major
3516171	666	Paradoxx	Club Mix Reprise	Airbase Classics	House	136	A# major
3520807	Fresh Daily	Diamonds feat. Chris Faust	Original Mix	Yosoy Music	Hip-Hop	188	C major
3526880	Candy	Breeze	Original Mix	Znootpoch	Drum & Bass	90	C# minor
3527620	Paimon, Place 2B	Quite	Original Mix	Fokuz Limited	Drum & Bass	86	G minor
3528734	Nickynutz, The Mighty Dreadnaut	Kill Dem Sound	The Mighty Dreadnaut Remix	Future Tone Recordings	Drum & Bass	92	B major
3537560	Mikkim	Break The Chains	Instrumental	Iplug	Drum & Bass	175	A minor
3540106	DJ Whitestar	Sunny Boom	Original	Electro Superstar	Electro House	128	D# major
3547619	DJ Madskillz	Other People	Original Mix	Wasabi Recordings	Tech House	126	A# major
3558946	Philipp Munch	Mountain	Original Mix	Ant-Zen	Electronica	104	D major
3569019	Aly & Fila, Jwaydan, Eximinds	Coming Home	Eximinds Remix	Future Sound of Egypt	Trance	132	E major
3574764	Loran & Tiana Vegas	Work!	Original Mix	Muzik X Press	House	127	G# major
3581368	Indole Alkaloid	Aversion	Original Mix	Phat Records	Minimal	122	F major
3586934	Ell-Er	Fiend	Original Mix	dZb Records	Techno	128	A# major
3595030	Manel Diaz	Nevermind	Original Mix	Rabies Records	Minimal	125	F major
3607700	Chewie, Riskotheque	Survival	Riskotheque Remix	Paradise Lost Recordings	Dubstep	140	B major
3619815	Aerofeel5, G-Low	Feel the Spain	G-Low Remix	Virtual Love	Progressive House	128	E major
3622084	Placid	Mysterious In The Night	Original Mix	Vortex Records	Electronica	128	F# major
3630680	GuTTa KicK	Shlerpy	Original Mix	Freaquewave Records	Dubstep	130	C major
3638458	Brain Rock	Bang	Dubstep Vocal Mix	Clone 2.1 Records	Dubstep	140	C major
3639596	Michael S.	Mark Me Down	Radio Edit	ARVA	Trance	125	C# major
3647184	Rick Pier O'Neil	Running After Your Time	Original Mix	Fant'ohms Records	Electro House	130	D major
3655850	Hear No Evil	Shiva	Original Mix	Angry Monkey Productions	Tech House	130	G# major
3656502	Severity Zero	Snow	Original Mix	Celsius Recordings	Drum & Bass	87	E minor
3662506	Hangya Zsolt	Exit	Original Mix	Pasica Recordings	Tech House	127	A# major
3671250	Sello	You're My Own	Original Mix	Neovinyl Recordings	Deep House	111	B major
3676879	Hektik, Havok	Da Powa	Original Mix	Bassacre Records	Dubstep	93	C# major
3687603	Costa Martinez, Jiamee	Sandstorms	Accapella	Audiolounge	Deep House	0	C# major
3694824	Last Hope	A Blast Of Colour	Original Mix	Pulsation Records	Dubstep	140	C# major
3704248	Acid Kit	El Baile De Tlaloc	Original Mix	We Love Techno	Minimal	124	A major
3705941	Atmosphere	Yesterday	Original Mix	Rhymesayers	Hip-Hop	92	C major
3715704	Alexander Nedelenko	Old Tree Play This	Original Mix	KAZE Records	Minimal	123	A major
3727019	Yann Novak, Marc Manning	Pairing 2 pt. 1	Original Mix	Dragon's Eye Recordings	Electronica	128	D major
3728272	Betina Bager, Brian O	Goodbye (Radio Version)	Original Mix	Music For Dreams	Chill Out	90	A# major
3731508	Command Strange	Invisible Mode	Original Mix	Director's Cut	Drum & Bass	175	C minor
3733853	Nathan Hadley, Ryan R	Monster	Ryan R Remix	Nu Style Records	Electro House	128	C major
3737315	Whydyem	Forgotten Souls	Original Mix	Dream Machine	Drum & Bass	100	F major
3743797	Limonene	Infinity	Original Mix	iElektronix	Electronica	100	C# major
3762907	Promo	Unbreakable	Original Mix	Be Yourself Music	Hard Dance	170	B major
3766235	L.A.O.S, 501	Hush Now	501 Remix	Straight Up!	Dubstep	140	D# major
3771813	Todd Terry, House Of Gypsies, Stefano Noferini	Samba	Stefano Noferini Remix	Recovery House	Tech House	127	B major
3783446	Sasha DaBro	Gorodskaya Toska	Original Mix	Z-Lab	Deep House	130	C# major
3791889	Mefjus	Double Tap	Original Mix	Trust in Music	Drum & Bass	86	F major
3794333	Fisso, Spark 7	All Systems Are Functional	Original Mix	Straight Up!	Breaks	132	D major
3798377	Symphonix, Gandulk, Odiseo	Experimental Game	Odiseo, Gandulk Remix	Blue Tunes Records	Psy-Trance	136	F# major
3801208	SirensCeol, Brianna Lempesis	So Far Gone (feat. Brianna Lempesis)	Original Mix	Back To The Dance Floor Recordings	Electro House	128	F# major
3801681	Audible Astronaut, Ceasar K	Ghost Talk	Ceasar K Remix	VL Records	Breaks	128	F# major
3817388	The Rumblist	Tidy Up	Original Mix	Held II Ransom	Breaks	136	E major
3830951	Shawn Dell	Alter Ego	Original Mix	Action Figures Music	Electro House	128	G major
3831323	Terry Dexter, Sir D	Celebration	Original Mix	Essential Records	Chill Out	105	G# major
3831852	Suoy	Final Symphony	Original Mix	Monkey Dub Recording	Dubstep	140	F major
3831965	Fallout Shelter	Multiplicity	Original Mix	AVXP Music	Hip-Hop	88	A# major
3833751	John Dopping, Bryan Kearney	Cognition	Bryan Kearney's Heads Down Remix	Supercomps	Trance	140	A# major
3836467	Jandro Beat	Hipnotik	Original Mix	Be One Records	Minimal	126	A major
3839060	Harri Kakoulli	Voodotica	Radio Edit	LW Recordings	Hard Dance	155	E major
3854133	CutKeyLow	The Forgotten Joint	Original	Yucatech Recordings	Dubstep	143	B major
3857465	Carlo Joza, Ricardo Trueba	The Soul	Ricardo Trueba Remix	Berlin Aufnahmen	Minimal	128	A# major
3865255	Günter Schickert	Wanderer	Original Mix	Bureau B	Electronica	88	D major
3868708	Original Sin	Donnie Darkness	Original Mix	Playaz	Dubstep	140	F# major
3870922	Alexis Azzo	Bouncing Beats	Original Mix	Sun Generation Records	Electronica	127	E major
3889717	Industrial Bass Machine	World Control	Original Mix	Stack N Tilt Recordings	Breaks	134	C major
3897406	Aleksus Sanchez, Teezy Milhoan	Scattered Memories	Teezy Milhoan Remix	LW Recordings	Breaks	130	G major
3905287	Valerio Latina	Dancing Slowly	Original Mix	Traxacid	Deep House	125	A# major
3906152	Keykutz, Ziggy Gee	Into The Vibe	[Ziggy Gee's Bass Mix]	Bootyshake Records	Dubstep	160	G# major
3912606	Alexander Popov, Kyler England	My World feat. Kyler England	Radio Edit	Songbird	Trance	131	B major
3915618	DJ Starmist	Krystal Children	Original Mix	Starmist Records	Trance	137	C major
3916942	Andre$	Dannato	Original Mix	MDK	Hip-Hop	176	G# major
3923369	Passenger 10	You Are My Life	Original Mix	Enormous Tunes	Minimal	116	D# major
3928779	Martine, Mysteria	Neverending Story	Frankfurt's Progressive Techno Remix	Capp Records Inc.	Trance	145	D major
3935158	Jaroslav Light, Star Night	New Hero	Original Mix	Gert Records	Trance	132	G# major
3937649	Akira As Astronaughty, DTX	You Dont Know Me	DTX Remix	Audio Expressions	Drum & Bass	87	C# major
3948315	Doug Poole, Douken	Swerve	Original Mix	ShureFire Records	Electronica	132	C# major
3949006	Richard Les Crees	Until The Day	Original Mix	I Records Classics	Deep House	126	B major
3966027	Ditta & Dumont	Drugs On The Shelf	Original Mix	Dirt, Lies & Audio Black	Dubstep	140	F# major
3968158	Yagura	The Geofront	Original Mix	Quebolarecords	Drum & Bass	80	A major
3987315	Mechanique, Jussi-Pekka	Svongolism	Jussi Pekka Remix	Hype Muzik	Minimal	124	A# major
3988819	Ralph Novell, Ian Buff	Odyssey	Ian Buff Remix	2 Side Records	Techno	138	F# major
3994605	Siggatunez, Yam Yam	Plan R	Remix	Houseworx	Deep House	120	A# major
3999467	Woody Guthrie	Railroad Blues	Original Mix	Xelon Entertainment	Breaks	144	D major
4004366	Lovebirds	Chasing Things	Original Mix	Teaser Magazine	Electro House	121	F# major
4020452	K12	Show Me Messy	Original Mix	Burn The Fire	Dubstep	144	F major
4026906	Streamline	Lilt	Original Mix	Midijum Records	Psy-Trance	140	E major
4032964	Nando CP	Freaking Out	Original Mix	Hardnoise Records	Hard Dance	148	A major
4051513	Kai Acid	Rhodes Fever	Original Mix	Lobby Of Sounds	Minimal	126	A major
4052411	Nukleall	Tiny Vibrating Strings	Original Mix	Blacklite Records	Psy-Trance	142	D major
4061369	John Manning, Andrew Johnston	Deep	Original Mix	Remedy Records	Techno	125	A# major
4071302	B-zer	Dream Safe	Original Mix	Uxmal Records	Psy-Trance	138	D major
4081121	Nicola Zucchi, Gianluigi Di Russo	Waiting	Gianluigi Di Russo Remix	Netswork Records	Progressive House	128	A# major
4085830	Hedonix	Sakura	Original Mix	Electric Power Pole Records	Psy-Trance	93	D major
4089252	Zen Mechanics	Modified	Logica Remix	Phantasm Records	Psy-Trance	140	C# major
4090254	Energy Flow	Once	Original Mix	Power Of Love Productions	Psy-Trance	125	D major
4096403	Psypox	Present	Original Mix	Electric Power Pole Records	Psy-Trance	136	E major
4104550	Bella	Hustler	Original Mix	Straight Up!	Breaks	130	E major
4106262	R.e.v.e.r.s	Jah Breaker	Original Mix	Collective Records	Drum & Bass	175	C# major
4111004	TK Wonder, Ways & Means, Djaikovski	Hell of a Road	Ways & Means Remix	Filter Label	Breaks	138	A major
4115098	Zion I	Oh Lawd Blues	Original Mix	Live Up Records	Hip-Hop	77	D major
4123856	Mortem, Sabre	The Touch	Sabre Remix	Triple Vision Music Group	Drum & Bass	86	F major
4132072	Tom Buster	Rouge	Original Mix	Music Is The Answer	Progressive House	128	G# major
4134179	Rachael Calladine, Alliance DC, Bah Samba	Take Me Now	Bah Samba Acoustic Remix	Think! House Music	House	126	A# major
4149415	Camden Amen	Get Down	Original Mix	Sub Generation Records	Drum & Bass	0	B major
4151001	Fr33m4n	On Fire (feat. Rascal Mc)	Dubstep Mix	Bootleg Beats	Dubstep	140	E major
4151005	Zubee	Bruglar	Original Mix	Bootleg Beats	Dubstep	70	G# major
4164104	Da Youngfellaz	Cruisin (feat. K-Quick)	Original Mix	Disco Pinata	Hip-Hop	158	A# major
4164425	Aaron Hall	Still Here	Original Mix	Destination Worldwide	Hip-Hop	0	A major
4180893	Andy Volt	Dendy Game	Original Mix	Play Hard Records	Breaks	134	F major
4184078	Inspire	Everybody Jumping	Hard Mix	Bit Music	Hard Dance	158	D major
4184925	Shu	The Jillah	Original Mix	BF Recordings	Dubstep	140	A# major
4186569	Dead Rows	Never See	Original Mix	Peace Off	Dubstep	145	D major
4188354	E.S.G.	Two Glocks Two Hoes	Original Mix	SoSouth	Hip-Hop	170	A# major
4188360	Haze, True Facts	Fresh	Original Mix	Mondotunes	Hip-Hop	140	B major
4196452	Sebastien Viktoria	Sweetest Moments	Megamix	Eclectic Music	Electronica	128	C# major
4202945	Freq	Sunglider	Original Mix	CT Recordings	Psy-Trance	138	F major
4210528	Koznik, Veak	Blitz	Original Mix	Bootleg Beats	Drum & Bass	90	D# major
4214391	Cross My Heart Hope To Die	Roller Coasting	Original Mix	Alpha Pup	Electronica	163	F# major
4217672	Ridium	Eye Of A Needle	Original Mix	Scarcity Records	Breaks	127	F# major
4220180	Twenty Knives	Square Brain	Original Mix	Hymen Records	Electronica	125	C# major
4222236	Burke	Sunny For A Few Hours...	Original Mix	Record Union	Electronica	74	F major
4240512	TR Hitz	Goes Dubstep	Original Mix	Ayday Records	Dubstep	130	A# major
4251163	Hiroki Esashika	Eve	Original Mix	Absolut Freak Records	Minimal	128	D major
4262086	Jon Game	Knobbin' Up (ft. U.M.B.R.O)	Original Mix	Another Chance Records	Dubstep	133	E major
4264841	Sleeper	Tidal	Original Mix	Artikal Music UK	Dubstep	140	B major
4265141	Robin Schulz, Delia Ros	Stone	Delia Ros Remix	Trick Track Records	Deep House	122	B major
4266877	Skeewiff, Syd Dale	The Hyper Hippo	Original Mix	Pedigree Cuts	Breaks	145	D major
4272275	Normative	Clone	Original Mix	Drugstore Records	Minimal	126	A major
4272853	Basement 43	For You	Original Mix	OT Records	Electro House	126	C major
4286040	Matt Moore, Studio Tan	My Eyes	Original Mix	Static Delight Records	Deep House	120	C# major
4292533	48K, Monk3ylogic	Shadowmen	Monk3ylogic Remix	YellowFinger	Breaks	134	F major
4297505	Outer Kid, KL2	Speed Cola	KL2 Remix	Hard & Hits	Breaks	135	F major
4299047	Jeffrey Johnson	A Bowery Cafe	Cool Rhythm Mix	Pink Nails	Deep House	125	D# major
4306620	Jakes	Rounds	Original Mix	Tectonic	Electronica	140	E major
4310604	Criostasis, DJ Yorrin	The Howling	Original Mix	Unbounded Recordings	Hard Dance	148	A major
4311630	Ambush, Chuckie, Hardwell, Hatiras	Move It 2 The Drum feat. Ambush	Hatiras Remix	iCompilations	Tech House	128	C# major
4315887	LaSalle, Eckert	On a Trip	Original Mix	Aux Audio	Chill Out	140	A# major
4318934	Jose De Rico, Henry Mendez	Noche de Estrellas feat. Jay Santos	Radio Edit	Roster Music	Electronica	128	B major
4323121	Offer Nissim	Bimbo	Original Mix	Offer Nissim	Progressive House	124	A# major
4328336	KillBoy	It's Time For Trap	Original Mix	Homebrew Computer Club	Hip-Hop	140	G# major
4334231	BK	Playing With Knives	Original Mix	Traffic Records	Hard Dance	142	D major
4340615	En2ak	Gilgamesh And The Invention Of Frisbee	Original Mix	U Know Me Records	Breaks	144	D major
4340765	Stephanie O´ Hara	Everlasting Love	Original Mix	Sounds United	House	132	A# major
4341902	Bombilla	Formaldehyd	Original Mix	ONOFF Recording	Minimal	126	F major
4351142	Low Fidelity Jet Set Orchestra	Let's Go	Original Mix	Irma La Douce	Breaks	90	F major
4353404	BOY MTN	Happy Cool feat. Vlad Stoian	Original Mix	Sewage Tapes	Electronica	74	A major
4354199	Meno	That Wilkin Boy	Original Mix	Hypotron	Breaks	130	A major
4364291	MK_ULTRA	Virtual Timebomb	Original Mix	Dirt, Lies & Audio Black	Dubstep	145	E major
4372159	Francois Manzo	Decadence	Original Mix	Carousel Recordings	Minimal	128	D# major
4376323	Quantum	Blue Sky	Original Mix	Planet B.E.N. Records	Psy-Trance	145	F major
4377128	16 Bit Lolitas, DAVI	Deep Space Girls	DAVI Remix	Bits And Pieces	Deep House	122	G# major
4381031	Stefan Gubatz	Der achte Tag	Original Mix	CT Recordings	Psy-Trance	140	C# major
4398291	Geo	Flux	Original Mix	Power House Records	Psy-Trance	138	A major
4408526	All Boxed In	These Things Happen (Maddox & Townend 'Offbeat Thunder' Remix	Album Edit	IDEAL	Hard Dance	142	C major
4411864	Zhink	The River	Original Mix	Fluid House	Dubstep	140	A# major
4416284	Arcane	Vicious	Original Mix	DnB Source	Drum & Bass	117	C# major
4418313	Scanty Sandwich	Because of You	Original Mix	Southern Fried Records	House	140	A# major
4421420	Walter K	Shine In The Darkness	Original Mix	DeepSink Digital	Progressive House	124	C major
4445523	Michael J Collins	Letting Go	Original Mix	Greta Cottage Workshop	Electronica	110	B major
4451522	Nikolai Marti	Kill The Robot	Original Mix	Happy Records	Techno	127	A# major
4459148	Low Line Relay	Slave to the Grind	Original Mix	Audio Parallax	Deep House	100	D major
4464873	Ian Cris, Johnny Aemkel	Colddifusion	Johnny Aemkel Remix	Monocline Records	Minimal	123	C# major
4482723	Sharigrama	260Kin	Original Mix	Interface Records Mexico	Psy-Trance	145	G major
4496670	Loko	In Love	Original Mix	Buzzin' Fly Records	Electronica	128	A# major
4503715	Hedlok	Ryddym Of The Night	Original Mix	EDM Records	Dubstep	140	D# major
4509681	FATB, Nimbia	Young People	Violin Mix	Club G Records (Club G Music)	Trance	130	G# major
4510650	Delete	Air Raid Waltz	Original Mix	Mindtrick Records	Dubstep	117	B major
4514491	DJ Antoine	Bella Vita	DJ Antoine Vs Mad Mark 2k13 Extended Mix	Blanco y Negro	House	125	A# major
4523424	Orla Feeney	Bittersweet	Radio Edit	ARVA	Trance	135	E major
4528744	Damian William, Vanic, Cora, Young A	Really Gonna Do This	Radio Edit	Quebolarecords	Dubstep	160	D major
4562821	Manju	You Are The Spoon	Original Mix	Space Baby Records	Psy-Trance	147	G major
4568358	Steve Cavalo	Show for All	Original Mix	Litovs Records	Electro House	128	A# major
4571164	Hugh Xdupe	Kingston Tek	Extended Mix	Dupe Records	Tech House	123	A# major
4572120	Zoomorfos	Acid Rain	Original Mix	Digital Drugs Coalition	Psy-Trance	107	A major
4586995	Maljet	Hacknet	Original Mix	Warrior Sounds Recordings	Drum & Bass	89	A major
4587092	Topmodelz	Your Love	Club Mix	Aqualoop Records	Trance	140	B major
